28 offres,tfidf
communication,31.7852751514
connaissance,28.3008704807
vente,27.3179316067
marketing,19.0698066736
clients,18.5377902608
information,17.27123368
organisation,16.5292022677
web,15.3635888048
service,15.011467699
gestion,12.8536932248
rigueur,12.4585572492
autonomie,10.9736087633
competences,10.3600437192
centre,9.95835922324
langues,9.36258591395
respect,9.22406619639
environnement,9.18587427149
services,8.85880396126
responsable,8.65955318764
experience,8.17375027227
solutions,7.62101665395
procedures,6.88960530132
production,6.74722376791
developpement,6.09414336421
autonome,5.6786034252
analyse,5.61026723887
premiere,3.88400661212
operations,3.56306198593
plan,3.47470421891
ventes,3.41752648526
recherche,3.0817052647
techniques,3.05205836045
collaboration,2.31415632487
formation,2.08741229954
management,2.04779020743
applications,1.26723325225
comptabilite,1.23835712452
conception,1.14192254765
recrutement,1.1218563747
realisation,1.10665097541
commerce,1.02882289298
dynamique,0.925049435391
informatique,0.923697606745
